"key","status","en_was","en","translation"
"data.attractions.limassol-marina.bestTimeToVisit","new","","Dec to Mar, late afternoon for golden light","Dec–mar, după-amiaza târziu pentru lumina aurie"
"data.attractions.limassol-marina.openingHours","new","","Promenade always open. Shops and cafés seasonal hours.","Promenada e mereu deschisă. Magazinele și cafenelele au program sezonier."
"data.attractions.limassol-marina.winterTip","new","","Fewer crowds than summer. Mild evenings. The promenade cafés stay open. Pair with Kolossi, Kourion, or the old town.","Mai puțină aglomerație ca vara. Seri blânde. Cafenelele de pe promenadă rămân deschise. Combinați cu Kolossi, Kourion sau orașul vechi."
"data.attractions.lofou.winterTip","new","","Winter weekday mornings are quietest. Stop for coffee on the way to or from Omodos. The village doesn't expect you.","Diminețile de iarnă din timpul săptămânii sunt cele mai liniștite. Opriți-vă la o cafea în drum spre sau dinspre Omodos. Satul nu vă așteaptă."
"data.attractions.machairas.openingHours","new","","Daily 8 to 12, 14 to 18","Zilnic 8–12, 14–18"
"data.attractions.machairas.winterTip","new","","Easy day trip from Nicosia. The forest trails are quiet in winter. Combine monastery visit with a walk. Dress modestly.","Excursie ușoară de o zi din Nicosia. Potecile din pădure sunt liniștite iarna. Combinați vizita la mănăstire cu o plimbare. Îmbrăcați-vă decent."
"data.attractions.mackenzie-larnaca-coast.openingHours","new","","Open shoreline year-round. Schools and kit rental seasonal.","Țărm liber tot anul. Școlile și închirierile de echipament sunt sezoniere."
"data.attractions.mackenzie-larnaca-coast.winterTip","new","","Check wind forecast for kite; calm mornings better for snorkel and SUP. 3mm wetsuit Dec to Feb. Zenobia dives book separately from Larnaca marina.","Verificați prognoza vântului pentru kite; diminețile calme sunt mai bune pentru snorkeling și SUP. Costum de 3 mm dec–feb. Scufundările la Zenobia se rezervă separat, din marina Larnaca."
"data.attractions.nissi-beach.bestTimeToVisit","new","","Morning or late afternoon for light; combine with Cape Greco or Protaras.","Dimineața sau după-amiaza târziu pentru lumină; combinați cu Capul Greco sau Protaras."
"data.attractions.nissi-beach.openingHours","new","","Open shoreline year-round. Cafés seasonal.","Țărm liber tot anul. Cafenelele au program sezonier."
"data.attractions.nissi-beach.winterTip","new","","Quiet in winter. Ideal for a peaceful walk or coffee at a beach café. Sea cold for swimming.","Liniștită iarna. Ideală pentru o plimbare tihnită sau o cafea la o cafenea de plajă. Marea e rece pentru înot."
"data.attractions.omodos.bestTimeToVisit","new","","Dec to Mar, 10am to 2pm (warmest), or stay for sunset","Dec–mar, 10:00–14:00 (cel mai cald), sau rămâneți la apus"
"data.attractions.omodos.openingHours","new","","Shops 9 to 18; monastery courtyard free; museum 9 to 17","Magazine 9–18; curtea mănăstirii cu acces liber; muzeu 9–17"
"data.attractions.omodos.winterTip","new","","Winter weekday mornings are quiet; locals gather at kafenions for coffee. The monastery courtyard glows in low sun.","Diminețile de iarnă din timpul săptămânii sunt liniștite; localnicii se adună la kafenion la cafea. Curtea mănăstirii strălucește în soarele jos."
"data.attractions.pafos-mosaics.bestTimeToVisit","new","","Dec to Feb, 9 to 11am or late afternoon for golden light","Dec–feb, 9–11 dimineața sau după-amiaza târziu pentru lumina aurie"
"data.attractions.pafos-mosaics.openingHours","new","","Daily 8:30 to 17:00 (winter), 8:30 to 19:30 (summer)","Zilnic 8:30–17:00 (iarna), 8:30–19:30 (vara)"
"data.attractions.pafos-mosaics.winterTip","new","","Winter light is softer and lower; ideal for photographing mosaics without harsh shadows. Crowds thin out by 11am.","Lumina de iarnă e mai blândă și mai joasă; ideală pentru fotografierea mozaicurilor fără umbre dure. Aglomerația scade până la 11:00."
"data.attractions.palaipafos.openingHours","new","","Tue to Sun 8:30 to 17:00; closed Mon (from 1 Jul 2024)","Mar–dum 8:30–17:00; închis lunea (din 1 iul. 2024)"
"data.attractions.palaipafos.winterTip","new","","Quieter than the main Pafos mosaics. Fewer tour groups in winter. Combine with Tomb of Kings and Vouni Panayia for a full Paphos day.","Mai liniștit decât mozaicurile principale din Paphos. Mai puține grupuri iarna. Combinați cu Mormintele Regilor și Vouni Panayia pentru o zi întreagă în Paphos."
"data.attractions.panagia-asinou.openingHours","new","","Tue to Sat 10:00 to 16:30, Sun 11:00 to 16:30 (winter 16 Sep to 15 Apr). Closed Mon. Confirm locally.","Mar–sâm 10:00–16:30, dum 11:00–16:30 (iarna: 16 sep–15 apr). Închis lunea. Confirmați la fața locului."
"data.attractions.panagia-asinou.winterTip","new","","Winter hours 16 Sep to 15 Apr: Tue to Sat 10:00 to 16:30, Sun 11:00 to 16:30 (Visit Cyprus). Closed Mon. Combine with Nikitari and Idalion.","Program de iarnă 16 sep–15 apr: mar–sâm 10:00–16:30, dum 11:00–16:30 (Visit Cyprus). Închis lunea. Combinați cu Nikitari și Idalion."
"data.attractions.panagia-tou-araka.openingHours","new","","Tue to Sat 10:00 to 16:30, Sun 11:00 to 16:30 (winter 16 Sep to 15 Apr). Closed Mon. Confirm locally.","Mar–sâm 10:00–16:30, dum 11:00–16:30 (iarna: 16 sep–15 apr). Închis lunea. Confirmați la fața locului."
"data.attractions.panagia-tou-araka.winterTip","new","","Winter hours 16 Sep to 15 Apr (Deputy Ministry of Culture, Aug 2025). Confirm the door is open before the Lagoudera drive.","Program de iarnă 16 sep–15 apr (Ministerul Culturii, aug. 2025). Confirmați că ușa e deschisă înainte de drumul spre Lagoudera."
"data.attractions.panagia-tou-moutoulla.openingHours","new","","Tue to Sat 10:00 to 16:30, Sun 11:00 to 16:30 (winter 16 Sep to 15 Apr). Closed Mon. Confirm locally.","Mar–sâm 10:00–16:30, dum 11:00–16:30 (iarna: 16 sep–15 apr). Închis lunea. Confirmați la fața locului."
"data.attractions.panagia-tou-moutoulla.winterTip","new","","Winter hours 16 Sep to 15 Apr (Deputy Ministry of Culture, Aug 2025). Smallest of the group; allow time, then continue to Pedoulas.","Program de iarnă 16 sep–15 apr (Ministerul Culturii, aug. 2025). Cea mai mică din grup; lăsați-vă timp, apoi continuați spre Pedoulas."
"data.attractions.paphos-castle.openingHours","new","","Daily 8:30 to 17:00 (winter)","Zilnic 8:30–17:00 (iarna)"
"data.attractions.paphos-castle.winterTip","new","","Harbour walk in winter is mild and uncrowded. Castle interior is small; 30 min visit. Combine with Pafos mosaics.","Plimbarea prin port iarna e blândă și fără aglomerație. Interiorul castelului e mic; vizită de 30 min. Combinați cu mozaicurile din Paphos."
"data.attractions.pedoulas.openingHours","new","","Church: key from museum; museum 9 to 16","Biserica: cheia la muzeu; muzeul 9–16"
"data.attractions.platres.bestTimeToVisit","new","","Dec to Mar, base for 2 to 3 days of hiking","Dec–mar, bază pentru 2–3 zile de drumeții"
"data.attractions.platres.winterTip","new","","Ski season (Jan to Mar) brings buzz; off-season Dec and late Mar are quieter. Mountain weather changes fast; check before heading up.","Sezonul de schi (ian–mar) aduce agitație; decembrie și sfârșitul lui martie sunt mai liniștite. Vremea la munte se schimbă repede; verificați înainte de urcare."
"data.attractions.polis.openingHours","new","","Tavernas 12 to 22; shops 9 to 18","Taverne 12–22; magazine 9–18"
"data.attractions.polis.winterTip","new","","Gateway to Akamas. Do Adonis or Aphrodite in the morning, Polis harbour for lunch. The fish is fresh. Vasilikon winery is on the Akamas loop.","Poarta către Akamas. Faceți Adonis sau Afrodita dimineața, portul Polis la prânz. Peștele e proaspăt. Crama Vasilikon e pe bucla Akamas."
"data.attractions.salamis.openingHours","new","","Daily 9 to 17 (north Cyprus; may vary)","Zilnic 9–17 (nordul Ciprului; poate varia)"
"data.attractions.salamis.winterTip","new","","North Cyprus. Check access and crossing rules. Winter is mild for exploring; summer heat can be punishing. Allow a full morning.","Nordul Ciprului. Verificați accesul și regulile de trecere. Iarna e blândă pentru explorare; arșița verii poate fi nemiloasă. Alocați o dimineață întreagă."
"data.attractions.st-george-alamanou.openingHours","new","","Active convent; call ahead. Modest dress required.","Mănăstire activă; sunați înainte. Ținută decentă obligatorie."
"data.attractions.st-george-alamanou.winterTip","new","","Coastal convent; milder than Troodos. Modest dress. Pair with Cape Greco path, then leave the sisters in peace.","Mănăstire de coastă; mai blândă decât Troodos. Ținută decentă. Combinați cu poteca Capul Greco, apoi lăsați-le pe măicuțe în pace."
"data.attractions.st-hilarion.openingHours","new","","Daily 9 to 17 (north Cyprus; may vary)","Zilnic 9–17 (nordul Ciprului; poate varia)"
"data.attractions.st-hilarion.winterTip","new","","North Cyprus. Verify border access from the south before you go; conditions can change. Dress warm; the castle catches the wind. Clear winter days offer the best visibility.","Nordul Ciprului. Verificați trecerea graniței dinspre sud înainte de plecare; condițiile se pot schimba. Îmbrăcați-vă gros; castelul prinde vântul. Zilele senine de iarnă oferă cea mai bună vizibilitate."
"data.attractions.st-john-lampadistis.openingHours","new","","Tue to Sat 10:00 to 16:30, Sun 11:00 to 16:30 (winter 16 Sep to 15 Apr). Closed Mon. Confirm locally.","Mar–sâm 10:00–16:30, dum 11:00–16:30 (iarna: 16 sep–15 apr). Închis lunea. Confirmați la fața locului."
"data.attractions.st-john-lampadistis.winterTip","new","","Winter hours 16 Sep to 15 Apr (Deputy Ministry of Culture, Aug 2025). Dress modestly. Combine with the Venetian bridge in the village.","Program de iarnă 16 sep–15 apr (Ministerul Culturii, aug. 2025). Îmbrăcați-vă decent. Combinați cu podul venețian din sat."
"data.attractions.st-neophytos.openingHours","new","","Daily 9 to 13, 14 to 18 (winter)","Zilnic 9–13, 14–18 (iarna)"
"data.attractions.st-neophytos.winterTip","new","","Paphos region stays mild in winter. Ideal for a morning visit. Combine with Vouni Panayia or Tsangarides for a full day.","Regiunea Paphos rămâne blândă iarna. Ideal pentru o vizită de dimineață. Combinați cu Vouni Panayia sau Tsangarides pentru o zi întreagă."
"data.attractions.st-nicholas-roof.openingHours","new","","Tue to Sat 10:00 to 16:30, Sun 11:00 to 16:30 (winter 16 Sep to 15 Apr). Closed Mon. Confirm locally.","Mar–sâm 10:00–16:30, dum 11:00–16:30 (iarna: 16 sep–15 apr). Închis lunea. Confirmați la fața locului."
"data.attractions.st-nicholas-roof.winterTip","new","","Winter hours 16 Sep to 15 Apr (Deputy Ministry of Culture, Aug 2025). Pair with Kakopetria Old Quarter and a trout lunch.","Program de iarnă 16 sep–15 apr (Ministerul Culturii, aug. 2025). Combinați cu cartierul vechi din Kakopetria și un prânz cu păstrăv."
"data.attractions.st-sozomenos.bestTimeToVisit","new","","Morning or late afternoon; winter light softens the ruins. Check access and buffer zone status before travelling.","Dimineața sau după-amiaza târziu; lumina de iarnă îndulcește ruinele. Verificați accesul și statutul zonei-tampon înainte de drum."
"data.attractions.st-sozomenos.openingHours","new","","Check access—buffer zone area. Verify before visiting.","Verificați accesul — zonă-tampon. Confirmați înainte de vizită."
"data.attractions.st-sozomenos.winterTip","new","","Winter light is low and golden—ideal for photography. Dress in layers; the site is exposed. Combine with Nicosia museums or Ledra Street for a full day in the capital area.","Lumina de iarnă e joasă și aurie — ideală pentru fotografie. Îmbrăcați-vă în straturi; situl e expus. Combinați cu muzeele din Nicosia sau strada Ledra pentru o zi întreagă în zona capitalei."
"data.attractions.stavrovouni.openingHours","new","","Men: 8 to 12, 15 to 17; chapel at base: ask locally","Bărbați: 8–12, 15–17; capela de la bază: întrebați la fața locului"
"data.attractions.stavrovouni.winterTip","new","","Clear winter days: the Mesaoria view from the car park is the visit for most people. Women cannot enter the monastery proper.","În zilele senine de iarnă, priveliștea Mesaoriei din parcare e vizita pentru cei mai mulți. Femeile nu pot intra în mănăstirea propriu-zisă."
